Ticket_ID,Created_Date,Ticket_Type,Priority,Status,Channel,Product,Category,Assigned_Agent,First_Response_Time_Hours,Resolution_Time_Hours,CSAT_Score
TKT-00882,2024-01-26 09:31:00,General Inquiry,High,Closed,Chat,Product A,Authentication,Agent_12,8.64,32.83,4.0
TKT-00883,2024-11-01 20:43:00,Bug Report,Critical,Pending,Chat,Product D,Documentation,Agent_8,2.57,6.89,
TKT-00884,2024-08-28 09:34:00,General Inquiry,Low,Pending,Phone,Product A,Performance,Agent_5,18.4,127.69,
TKT-00885,2024-01-05 03:27:00,Feature Request,Low,Open,Phone,Product C,Data Loss,Agent_4,12.55,146.82,
TKT-00886,2024-03-09 08:46:00,Billing Question,Low,Resolved,Phone,Product A,Payment,Agent_11,63.14,136.12,4.0
TKT-00887,2024-07-06 12:23:00,Bug Report,Low,Open,Web Portal,Product A,Integration,Agent_6,30.96,147.03,
TKT-00888,2024-01-24 12:03:00,Billing Question,Medium,Pending,Phone,Product C,Integration,Agent_6,20.69,76.79,
TKT-00889,2024-10-18 17:12:00,Billing Question,Medium,Closed,Email,Product A,Integration,Agent_4,11.34,25.02,5.0
TKT-00890,2024-07-04 17:18:00,Billing Question,High,In Progress,Email,Product A,Integration,Agent_8,4.19,44.27,
TKT-00891,2024-02-07 12:32:00,Technical Issue,High,Closed,Web Portal,Product A,Performance,Agent_10,8.8,45.62,5.0
TKT-00892,2024-08-18 17:17:00,Bug Report,Critical,Closed,Chat,Product E,Data Loss,Agent_6,1.02,13.99,5.0
TKT-00893,2024-11-15 21:39:00,Account Access,High,Closed,Phone,Product B,Data Loss,Agent_1,4.83,23.39,3.0
TKT-00894,2024-03-01 04:06:00,Bug Report,Low,In Progress,Email,Product E,Integration,Agent_15,56.82,143.04,
TKT-00895,2024-07-20 11:50:00,Account Access,High,Pending,Phone,Product B,Authentication,Agent_12,10.49,36.26,
TKT-00896,2024-06-22 17:23:00,Bug Report,High,Pending,Email,Product B,Documentation,Agent_3,10.28,21.46,
TKT-00897,2024-03-14 06:38:00,Bug Report,Medium,Pending,Email,Product C,Integration,Agent_11,6.62,76.0,
TKT-00898,2024-09-17 12:32:00,Billing Question,Low,Closed,Phone,Product A,Documentation,Agent_15,31.21,166.59,4.0
TKT-00899,2024-01-21 01:02:00,Account Access,Critical,Resolved,Email,Product A,Performance,Agent_1,2.26,22.87,5.0
TKT-00900,2024-03-11 22:21:00,General Inquiry,Critical,Resolved,Phone,Product B,Data Loss,Agent_10,2.91,21.15,4.0
TKT-00901,2024-08-30 16:29:00,Account Access,Critical,Open,Email,Product C,Payment,Agent_8,1.46,16.69,
TKT-00902,2024-03-17 19:57:00,Account Access,High,Resolved,Chat,Product E,Integration,Agent_1,10.48,35.0,4.0
TKT-00903,2024-09-20 04:20:00,Bug Report,Critical,Closed,Web Portal,Product C,UI/UX,Agent_15,2.51,15.57,4.0
TKT-00904,2024-11-09 10:10:00,Account Access,Critical,Pending,Web Portal,Product C,Integration,Agent_1,2.71,4.73,
TKT-00905,2024-07-20 19:47:00,Bug Report,Critical,Resolved,Phone,Product B,Authentication,Agent_11,1.25,18.91,5.0
TKT-00906,2024-06-02 18:21:00,General Inquiry,Medium,In Progress,Web Portal,Product E,Authentication,Agent_3,11.25,37.51,
TKT-00907,2024-09-16 16:34:00,Technical Issue,Low,In Progress,Web Portal,Product E,Data Loss,Agent_7,69.99,131.57,
TKT-00908,2024-09-07 22:36:00,Billing Question,Medium,Pending,Web Portal,Product B,Performance,Agent_9,7.06,79.76,
TKT-00909,2024-06-02 15:52:00,Feature Request,Low,Resolved,Web Portal,Product E,Integration,Agent_15,60.61,120.11,3.0
TKT-00910,2024-01-09 11:21:00,Technical Issue,Medium,Closed,Chat,Product E,UI/UX,Agent_12,8.75,39.56,1.0
TKT-00911,2024-12-10 03:26:00,Account Access,Low,Closed,Chat,Product A,Payment,Agent_12,55.01,73.17,4.0
TKT-00912,2024-10-25 09:50:00,General Inquiry,Critical,Resolved,Web Portal,Product A,UI/UX,Agent_8,3.47,7.82,5.0
TKT-00913,2024-12-18 20:01:00,Billing Question,Critical,Open,Chat,Product E,UI/UX,Agent_13,3.77,17.59,
TKT-00914,2024-11-01 15:16:00,General Inquiry,Critical,Open,Chat,Product A,UI/UX,Agent_7,1.29,23.1,
TKT-00915,2024-12-01 18:36:00,Billing Question,Medium,In Progress,Web Portal,Product E,Payment,Agent_9,19.24,50.66,
TKT-00916,2024-04-26 23:03:00,Billing Question,Critical,Pending,Phone,Product B,Integration,Agent_2,3.73,11.28,
TKT-00917,2024-10-25 15:10:00,Billing Question,High,In Progress,Web Portal,Product B,Data Loss,Agent_13,9.76,22.87,
TKT-00918,2024-09-25 20:46:00,General Inquiry,Low,Pending,Chat,Product C,UI/UX,Agent_15,63.41,84.84,
TKT-00919,2024-11-13 12:09:00,Account Access,Medium,Pending,Phone,Product B,UI/UX,Agent_11,19.09,82.97,
TKT-00920,2024-12-14 07:02:00,Billing Question,Critical,Pending,Chat,Product E,Data Loss,Agent_11,1.55,6.49,
TKT-00921,2024-10-20 22:07:00,General Inquiry,Critical,Pending,Chat,Product A,Authentication,Agent_2,3.35,13.98,
TKT-00922,2024-04-07 00:28:00,Feature Request,Low,Closed,Email,Product A,Performance,Agent_9,66.74,167.89,3.0
TKT-00923,2024-06-09 13:09:00,Feature Request,Critical,Resolved,Email,Product B,Integration,Agent_1,1.06,12.28,4.0
TKT-00924,2024-07-30 22:13:00,Billing Question,Critical,Pending,Email,Product E,Integration,Agent_15,0.58,11.03,
TKT-00925,2024-07-29 16:49:00,Bug Report,Low,Resolved,Chat,Product D,Authentication,Agent_14,35.54,147.38,2.0
TKT-00926,2024-11-09 15:55:00,General Inquiry,Low,Pending,Web Portal,Product C,Documentation,Agent_14,37.35,99.1,
TKT-00927,2024-02-01 22:08:00,Account Access,High,Closed,Web Portal,Product E,Integration,Agent_11,6.73,47.07,5.0
TKT-00928,2024-09-22 06:35:00,General Inquiry,High,Closed,Chat,Product B,Performance,Agent_8,5.48,24.09,4.0
TKT-00929,2024-06-15 21:30:00,Feature Request,Low,Resolved,Email,Product D,Payment,Agent_11,35.48,159.16,2.0
TKT-00930,2024-09-26 12:20:00,Feature Request,Medium,Resolved,Chat,Product A,Payment,Agent_2,7.29,57.04,3.0
TKT-00931,2024-03-29 14:58:00,Feature Request,High,In Progress,Web Portal,Product B,UI/UX,Agent_6,9.27,25.43,
TKT-00932,2024-09-29 10:34:00,Technical Issue,Low,In Progress,Web Portal,Product C,Performance,Agent_14,28.94,114.33,
TKT-00933,2024-06-30 21:49:00,General Inquiry,Critical,Open,Web Portal,Product D,Documentation,Agent_7,3.73,7.25,
TKT-00934,2024-12-14 20:51:00,Technical Issue,Medium,In Progress,Chat,Product D,Payment,Agent_14,18.62,55.38,
TKT-00935,2024-12-20 08:39:00,Feature Request,Critical,In Progress,Web Portal,Product B,Data Loss,Agent_10,2.42,9.7,
TKT-00936,2024-09-04 06:15:00,Bug Report,High,Pending,Web Portal,Product E,Integration,Agent_6,2.97,35.75,
TKT-00937,2024-05-22 17:19:00,General Inquiry,Critical,Open,Web Portal,Product B,Performance,Agent_7,1.63,17.61,
TKT-00938,2024-04-25 09:49:00,Account Access,Medium,In Progress,Web Portal,Product D,Data Loss,Agent_3,20.24,69.66,
TKT-00939,2024-05-27 22:13:00,General Inquiry,Low,In Progress,Phone,Product A,Authentication,Agent_14,63.95,132.25,
TKT-00940,2024-12-19 22:31:00,Account Access,Low,Resolved,Chat,Product C,Data Loss,Agent_13,15.25,160.55,4.0
TKT-00941,2024-06-11 15:22:00,Feature Request,Medium,Open,Chat,Product A,Authentication,Agent_13,22.82,89.22,
TKT-00942,2024-10-13 23:17:00,Feature Request,Critical,Open,Web Portal,Product D,Authentication,Agent_12,1.56,5.98,
TKT-00943,2024-05-27 03:36:00,Account Access,Critical,Open,Email,Product A,Data Loss,Agent_1,2.79,5.75,
TKT-00944,2024-12-12 17:24:00,Bug Report,Medium,Resolved,Web Portal,Product E,Authentication,Agent_2,16.39,84.28,4.0
TKT-00945,2024-07-21 11:49:00,Technical Issue,Low,Closed,Chat,Product B,Data Loss,Agent_8,38.51,58.76,5.0
TKT-00946,2024-03-15 09:02:00,General Inquiry,Critical,Open,Phone,Product D,Integration,Agent_6,2.19,4.33,
TKT-00947,2024-05-27 22:05:00,Technical Issue,High,Open,Web Portal,Product C,Integration,Agent_15,10.97,45.57,
TKT-00948,2024-06-26 14:41:00,General Inquiry,Medium,Resolved,Phone,Product C,Authentication,Agent_4,9.78,31.46,5.0
TKT-00949,2024-05-11 23:30:00,Feature Request,High,Closed,Email,Product E,Integration,Agent_8,10.04,39.0,5.0
TKT-00950,2024-04-19 06:52:00,General Inquiry,High,Open,Email,Product A,UI/UX,Agent_1,3.96,34.46,
TKT-00951,2024-10-02 08:59:00,General Inquiry,Low,Open,Web Portal,Product A,UI/UX,Agent_4,51.07,113.37,
TKT-00952,2024-10-14 22:17:00,General Inquiry,Medium,Pending,Phone,Product C,Data Loss,Agent_12,12.52,69.61,
TKT-00953,2024-03-11 03:39:00,Account Access,Critical,Closed,Email,Product D,Documentation,Agent_1,3.5,14.07,4.0
TKT-00954,2024-10-27 07:15:00,Technical Issue,Critical,In Progress,Web Portal,Product A,Performance,Agent_13,0.86,20.12,
TKT-00955,2024-01-26 21:57:00,Bug Report,Medium,Open,Email,Product D,Performance,Agent_5,20.14,72.08,
TKT-00956,2024-09-28 07:40:00,Feature Request,Low,Resolved,Chat,Product C,Performance,Agent_11,63.51,150.2,5.0
TKT-00957,2024-04-29 01:06:00,Billing Question,Critical,Pending,Phone,Product D,Data Loss,Agent_15,1.82,8.24,
TKT-00958,2024-07-30 10:45:00,Feature Request,Critical,In Progress,Web Portal,Product E,Authentication,Agent_12,3.94,19.54,
TKT-00959,2024-08-29 03:43:00,Billing Question,Critical,In Progress,Email,Product C,Documentation,Agent_6,2.88,15.03,
TKT-00960,2024-03-11 00:35:00,Feature Request,Low,Pending,Email,Product D,Data Loss,Agent_4,22.09,61.74,
TKT-00961,2024-03-21 13:41:00,Account Access,Critical,Resolved,Chat,Product B,Authentication,Agent_2,0.7,21.13,4.0
TKT-00962,2024-08-31 15:41:00,Account Access,Critical,In Progress,Web Portal,Product E,Authentication,Agent_14,1.74,23.01,
TKT-00963,2024-04-12 09:20:00,Account Access,High,In Progress,Email,Product D,UI/UX,Agent_10,6.74,24.62,
TKT-00964,2024-05-26 20:03:00,Account Access,Low,Closed,Phone,Product C,UI/UX,Agent_11,68.7,143.25,3.0
TKT-00965,2024-02-15 20:36:00,Bug Report,Critical,In Progress,Email,Product D,Integration,Agent_5,0.91,13.28,
TKT-00966,2024-04-28 17:47:00,Bug Report,Low,Open,Phone,Product B,Payment,Agent_13,42.93,156.96,
TKT-00967,2024-01-20 05:26:00,Billing Question,Low,Open,Email,Product A,Documentation,Agent_12,32.31,125.38,
TKT-00968,2024-03-31 01:53:00,Bug Report,Critical,Pending,Web Portal,Product D,Payment,Agent_4,2.02,19.69,
TKT-00969,2024-07-22 15:11:00,Feature Request,Critical,Pending,Web Portal,Product C,Documentation,Agent_4,1.02,11.92,
TKT-00970,2024-05-28 01:00:00,Account Access,Low,Resolved,Web Portal,Product B,Integration,Agent_8,55.35,160.75,4.0
TKT-00971,2024-06-01 18:38:00,General Inquiry,Low,Resolved,Phone,Product A,Authentication,Agent_6,26.7,141.86,5.0
TKT-00972,2024-02-24 10:18:00,Technical Issue,Low,Closed,Web Portal,Product D,Authentication,Agent_1,19.13,108.91,3.0
TKT-00973,2024-08-20 20:34:00,Technical Issue,High,Pending,Phone,Product A,Integration,Agent_5,5.97,21.63,
TKT-00974,2024-09-25 15:56:00,Technical Issue,Medium,Closed,Phone,Product D,UI/UX,Agent_8,11.45,71.43,2.0
TKT-00975,2024-03-09 16:29:00,General Inquiry,Critical,Resolved,Phone,Product D,Performance,Agent_15,2.59,10.15,5.0
TKT-00976,2024-05-19 06:51:00,Feature Request,High,In Progress,Chat,Product E,Performance,Agent_12,3.72,44.5,
TKT-00977,2024-02-27 10:10:00,Technical Issue,High,Closed,Email,Product A,Data Loss,Agent_12,9.45,44.74,5.0
TKT-00978,2024-08-22 20:16:00,Technical Issue,Low,In Progress,Phone,Product A,UI/UX,Agent_10,58.55,128.8,
TKT-00979,2024-04-05 00:47:00,Billing Question,Medium,Closed,Phone,Product B,Integration,Agent_4,23.84,24.3,4.0
TKT-00980,2024-06-21 09:36:00,Feature Request,Critical,Closed,Email,Product D,Documentation,Agent_1,2.85,22.18,4.0
TKT-00981,2024-12-11 06:11:00,Feature Request,High,Resolved,Web Portal,Product D,UI/UX,Agent_4,2.9,13.18,5.0
TKT-00982,2024-11-08 20:57:00,Technical Issue,Critical,Closed,Chat,Product E,Integration,Agent_14,2.12,4.52,5.0
TKT-00983,2024-07-26 13:32:00,Feature Request,High,Resolved,Email,Product A,Data Loss,Agent_11,10.18,40.46,5.0
TKT-00984,2024-06-16 02:25:00,Billing Question,Critical,Closed,Phone,Product B,Documentation,Agent_7,1.84,20.82,4.0
TKT-00985,2024-12-08 03:11:00,General Inquiry,Low,Closed,Email,Product A,Performance,Agent_2,49.94,110.28,2.0
TKT-00986,2024-03-12 15:20:00,Billing Question,Low,Pending,Phone,Product C,Performance,Agent_14,38.71,136.95,
TKT-00987,2024-05-07 00:16:00,General Inquiry,Medium,Pending,Web Portal,Product B,Documentation,Agent_5,6.21,46.86,
TKT-00988,2024-07-15 07:28:00,Account Access,Low,Resolved,Email,Product C,Documentation,Agent_10,19.0,68.45,1.0
TKT-00989,2024-05-16 10:19:00,Billing Question,High,Closed,Chat,Product B,Payment,Agent_9,3.22,32.6,5.0
TKT-00990,2024-10-25 23:36:00,Account Access,High,In Progress,Email,Product E,Payment,Agent_8,8.41,27.48,
TKT-00991,2024-01-06 08:41:00,Technical Issue,High,Open,Phone,Product D,Payment,Agent_3,11.08,32.01,
TKT-00992,2024-07-03 22:15:00,General Inquiry,High,Resolved,Phone,Product A,Authentication,Agent_9,4.25,26.09,3.0
TKT-00993,2024-02-01 21:07:00,Account Access,Low,Pending,Chat,Product B,UI/UX,Agent_4,47.21,121.95,
TKT-00994,2024-08-26 09:10:00,Account Access,Low,Pending,Phone,Product D,Data Loss,Agent_11,71.24,95.2,
TKT-00995,2024-07-26 21:32:00,Technical Issue,Medium,Resolved,Phone,Product D,Performance,Agent_12,14.63,27.71,4.0
TKT-00996,2024-12-26 09:44:00,Account Access,Critical,Pending,Phone,Product C,Documentation,Agent_10,2.93,22.64,
TKT-00997,2024-03-01 20:58:00,General Inquiry,Medium,In Progress,Email,Product E,UI/UX,Agent_11,7.7,54.9,
TKT-00998,2024-05-31 11:39:00,General Inquiry,Critical,Pending,Email,Product E,Authentication,Agent_11,2.58,22.79,
TKT-00999,2024-04-23 07:08:00,Billing Question,Low,Open,Chat,Product C,Integration,Agent_10,35.04,94.85,
TKT-01000,2024-09-01 04:29:00,Technical Issue,High,Open,Chat,Product D,Data Loss,Agent_10,12.0,38.21,
